ID,TR,EN,DE,RU,GLUTEN,MILK,EGG,FISH
171,SEBZELİ KUZU, LAMB WITH  VEGETABLES,SAUTIERTE LAMM MIT GEMUSE,ЖУЛЬЕН ИЗ БАРАНИНЫ С ОВОЩАМИ,0,0,0,0
172,KUZU ŞİŞ,LAMB SHISH KEBAB,LAMM SPIESSS,ЯГНЕНОК НА ШАМПУРЕ,0,0,0,0
173,KUZU TANDIR,SLOW ROASTED LAMB,LAMMKEULE İM OFEN,БАРАНИНА ЗАПЁЧЕННАЯ В ТАНДЫРЕ,0,0,0,0
174,LAZANYA,LASAGNE,LAZAGNE,ЛАЗАНЬЯ,0,0,0,0
175,LEVREK  TAVA ,PAN FRIED SEA BASS,GEBRATEN BARSCH,ЖАРЕНЫЙ ОКУНЬ,0,0,0,0
176,LEVREK BALIĞI DOLMA,STUFFED SEA BASS,GEFULLTE BARSCH,ФАРШИРОВАННЫЙ ОКУНЬ,0,0,0,0
177,LİMONLU BALIK PANE,FISH IN BREADCRUMBS WITH LEMON,PANIERTE FISCH MIT ZITRONE,РЫБА ПАНЕ С ЛИМОНОМ ,0,0,0,0
178,LUMPİA,LUMPIA,LUMPIA,ЛУМПИА,0,0,0,0
179,MAKARNA ,PASTA,NUDELN,МАКАРОНЫ,0,0,0,0
180,MANTAR SOTE,SAUTEED MUSHROOMS,SAUTIERTE CHAMPIGNON,ГРИБНОЕ COTE,0,0,0,0
181,MANTARLI  KAŞARLI  TAVUK  DOLMASI,CHICKEN STUFFED WITH CHEESE AND MUSHROOMS,ROLLEN HUHNCHEN MIT KASE,ФАРШИРОВАННАЯ КУРИЦА С ГРИБАМИ И СЫРОМ,0,0,0,0
182,MANTARLI ISPANAK SOTE,SAUTEED SPINACH WITH MUSHROOMS,SAUTIERTE SPINAT MIT CHAMPIGNON,РАГУ ИЗ ШПИНАТА С ГРИБАМИ,0,0,0,0
183,MANTARLI MANTI ÇORBASI,RAVIOLI SOUP WITH MUSHROOMS,RAVIOLI SUPPE MIT CHAMPIGNON,СУП РАВИОЛИ С ГРИБАМИ,0,0,0,0
184,MELEK SOSLU HİNDİ KIZARTMA,ROAST TURKEY WITH ANGEL SAUCE,GEBRATEN TRUTHÄHN MIT ENGEL SOβE ,ЖАРЕНАЯ ИНДЕЙКА С СОУСОМ ,0,0,0,0
185,MERCİMEK ÇORBASI,LENTIL SOUP,LINSEN SUPPE ,ЧЕЧЕВИЧНЫЙ СУП,0,0,0,0
186,MEYHANE PİLAVI,CROCHET WHEAT COOKED WITH TOMATOES,WEIZENREIS MIT TOMATEN,ПЛОВ ИЗ БУЛГУРА С ОВОЩАМИ,0,0,0,0
187,MINESTRO ÇORBASI,MINESTRONE SOUP,MINESTRONE SUPPE,МИНЕСТРОНЕ СУП,0,0,0,0
188,MISIR  ÇORBASI  ,SWEET CORN SOUP,MEIS SUPPE,КУКУРУЗНЫЙ СУП,0,0,0,0
189,TAVUKLU MISIR  ÇORBASI  ,SWEET CORN SOUP WITH CHICKEN,MEIS SUPPE MIT HAHNCHEN,КУКУРУЗНЫЙ СУП С КУРИЦОЙ,0,0,0,0
190,MISIRLI BROKOLİ,BROCCOLI WITH SWEET CORN,BROKKOLI MIT MAIS,БРОККОЛИ C КУКУРУЗОЙ,0,0,0,0
191,MISIRLI KABAK SOTE,SAUTEED COURGETTES WITH SWEETCORN,SAUTIERTE ZUCCHINI  MIT MAİS,РАГУ ИЗ KАБАЧКОВ  С КУКУРУЗОЙ,0,0,0,0
192,MISIRLI TAZE FASÜLYE BASTI,GREEN BEANS WITH SWEET CORN,GRÜNE BOHNEN MIT MAISE,СТРУЧКОВАЯ ФАСОЛЬ С КУКУРУЗОЙ,0,0,0,0
193,ÇİNEKOP IZGARA,GRILLED BLUEFISH,GEGRILLTE BLAUFISCH,РЫБА- ГРИЛЬ,0,0,0,0
194,MİNİ HAMBURGER,MINI HAMBURGER,MINI HAMBURGER,МИНИ ГАМБУРГЕРЫ,0,0,0,0
195,MİNİ PİZZA,MINI PİZZA,MINI PİZZA,МИНИ ПИЦЦА,0,0,0,0
196,MİNİ TALAŞ BÖREĞİ,MINI PASTRY WITH MEAT,MINI TEIG MIT FLEISCH,МИНИ ПИРОЖОК С МЯСОМ,0,0,0,0
197,ORMAN KEBABI,FOREST KEBAB,WALD KEBAB,ЛЕСНОЙ КЕБАБ,0,0,0,0
198,ÖRDEK ROTİ TATLI EKŞİ SOSLU,ROAST DUCK WITH SWEET & SOUR SAUCE,ENTE ROTI MIT SOUER-SÜβ SOβE,ЖАРЕНАЯ УТКА С КИСЛО-СЛАДКИМ СОУСОМ,0,0,0,0
199,ÖZBEK PİLAVI,RICE WITH MEAT,REIS MIT FLEISCH,УЗБЕКСКИЙ ПЛОВ,0,0,0,0
200,PAÇANGA BÖREĞİ,FRIED PASTRY WITH CHEESE,TEIG MIT KASE&PASTIRMA,ЖАРЕНЫЙ ПИРОЖОК С БАСТУРМОЙ,0,0,0,0
201,HAVUÇ PARİZYEN,CARROT PARISIENNE,CARROTEN PARIZYEN,МОРКОВЬ  ПАРИЗЬЕН,0,0,0,0
202,PARİZYEN PATATES,PARISIENNE POTATOES,PARIZYEN KARTOFELL,КАРТОФЕЛЬ ПАРИЗЬЕН,0,0,0,0
203,PASTIRMALI KURU FASULYE,BEANS WITH PASTRAMI,BOHNEN MIT PASTIRMA,ФАСОЛЬ С БАСТУРМА,0,0,0,0
204,ETLİ KURU FASULYE,BEANS WITH MEAT,BOHNEN MIT FLEISCH,ФАСОЛЬ С МЯСОМ,0,0,0,0
205,PATATES HAŞLAMA,BOILED POTATO,BACKOFEN KARTOFFEL,ОТВАРНОЙ КАРТОФЕЛЬ,0,0,0,0
206,PATATES KROKET,POTATO CROQUETTE ,KARTOFFEL KROKET,КАРТОФЕЛЬНЫЕ КРОКЕТЫ,0,0,0,0
207,PATATES KROKET TOP,POTATO CROQUETTE BALLS,KARTOFFEL KROKET BALL,КАРТОФЕЛЬНЫЕ КРОКЕТЫ,0,0,0,0
208,PATATES MİLANEZ,POTATO MILANESE,KARTOFFEL MILANEZ,КАРТОШКА ПО МИЛАНСКИ,0,0,0,0
209,PATATES OTURTMA,POTATO WITH MINCED MEAT,KARTOFFEL MIT HACKFLEISCH,КАРТОФЕЛЬ С ФАРШИРОВАННЫМ МЯСОМ,0,0,0,0
210,PATATES PÜRE,MASHED POTATOES,KARTOFFEL PUREE,КАРТОФЕЛЬНОЕ ПЮРЕ,0,0,0,0
211, PATLICAN MUSAKKA , AUBERGINE MOUSSAKA ,DİET AUBERGİNEN MIT HACKFLEISCH ,БАКЛАЖАН *МУСАККА* 210 KCAL (100 г),0,0,0,0
212,PATLICANLI PİLAV,RİCE WITH AUBERGINE,REİS MIT AUBERGİNE,ПЛОВ С БАКЛАЖАНОМ,0,0,0,0
213,RISOTO ESTADA,RISOTO ESTEDA,RISOTO ESTEDA,РИЗОТТО ЭСТАДА,0,0,0,0
214,PİLAV ,RICE,REİS,РИСОВЫЙ ПЛОВ,0,0,0,0
215,PİLAV YEŞİL FISTIKLI,RICE WITH PISTACHIO,REİS MIT PISTAZIE,РИСОВЫЙ ПЛОВ С ФИСТАШКАМИ,0,0,0,0
216,PİLİÇ EMENSE,"CHICKEN  ""EMENCE""","HAHNCHEN "" EMENCE""",КУРИНЫЙ ЭМАНСЕ,0,0,0,0
217,PİLİÇ  RONESANS,CHICKEN RENAISSANCE,HAHNCHEN RENAISANCE,КУРИЦА РЕНЕССАНС,0,0,0,0
218,PİLİÇ IZGARA,GRILLED CHICKEN ,HÄHNCHEN GEGRILLT,КУРИЦА - ГРИЛЬ,0,0,0,0
219,PİLİÇ PIKATA,CHICKEN PICATTA,HAHNCHEN PIKATA,КУРИЦА ПИКАТА,0,0,0,0
220,PİLİÇ TERİYAKİ,CHICKEN TERIYAKI,HAHNCHEN TERIYAKI,КУРИЦА ТЕРИЯКИ,0,0,0,0
221,PİLİÇ TOPKAPI,"CHICKEN ""TOPKAPI""","HAHNCHEN ""TOPKAPI""","КУРИЦА ""ТОПКАПЫ""",0,0,0,0
222,PİRİNC  CORBASI,RICE SOUP,REIS SUPPE,РИСОВЫЙ СУП,0,0,0,0
223,PİRZOLA,LAMB CUTLET,LAMM KOTELETT,АНТРЕКОТ,0,0,0,0
224,POMMES FRITES,CHIPS,POMMES FRITES,ЧИПСЫ,0,0,0,0
225,PORTAKAL   SOSLU  PİLİÇ,CHICKEN WITH ORANGE SAUCE,HAHNCHEN MIT APFELSINE SOβE,КУРИЦА С АПЕЛЬСИНОВЫМ СОУСОМ,0,0,0,0
226,RAKI SOSLU PIRASALI BALIK FLETO,FILLET FISH WITH RAKI SAUCE,FILET FISCH MIT RAKI SOβE,РЫБНОЕ ФИЛЕ С ЛУКОМ-ПОРЕЕМ В СОУСЕ РАКИЯ,0,0,0,0
227,RISOTTO AL PARMAIGIANO,RISOTTO WITH PARMESAN,RISOTTO AL PARMAIGIANO,РИЗОТТО АЛЬ ПАРМАИГИАНО,0,0,0,0
228,ROMEN ÇORBA,ROMANIAN SOUP,ROMANIAN SUPPE,ЦЫГАНСКИЙ CУП,0,0,0,0
229,FIRIN  PATATES,ROAST POTATOES,ROSTI KARTOFELL,ROAST КАРТОФЕЛЬ,0,0,0,0
230,RUMEN ÇORBASI,ROMANIAN SOUP,ROMISCHESUPPE,РУМЫНСКИЙ СУП,0,0,0,0
231,SADE PİLAV,RICE ,REIS,ПЛОВ ОБЫЧНЫЙ,0,0,0,0
232,SAFRAN  SOSLU  LEVREK  FİLATOSU  ,FILLET OF SEA BASS WITH SAFFRON,FILET BARSCH MIT SAFRAN,ФИЛЕ ОКУНЯ С  ШАФРАНОМ,0,0,0,0
233,SAFRANLI KABAK ÇORBASI,COURGETTE SOUP WITH SAFFRON,ZUCCHUNI SUPPE MIT SAFRAN,СУП ИЗ КАБАКА С ШАФРАНОМ,0,0,0,0
234,SAFRANLI PİLAV,RICE WITH SAFFRON,REIS MIT SAFRAN,ПЛОВ С ШАФРАНОМ,0,0,0,0
235,SEBZE  BUKETİ  DOMATES  SEPETİNDE,BOUQUET OF VEGETABLES WITH TOMATO,GEMÜSE AM TOMATEN,ОВОЩНОЙ БУКЕТ В ПОМИДОРЕ,0,0,0,0
236,SEBZE  RAINBOW,VEGETABLE RAINBOW,VEGETARIAN RAMBOW,ОВОЩНАЯ РАДУГА,0,0,0,0
237,SEBZE ÇORBASI,VEGETABLE SOUP,GEMÜSE SUPPE,ОВОЩНОЙ СУП,0,0,0,0
238,SEBZE GÖKKUŞAĞI,VEGETABLE RAINBOW,VEGETARIAN RAMBOW,ОВОЩНАЯ РАДУГА,0,0,0,0
239,SEBZE GRATEN,VEGETABLE GRATIN,GEMÜSE GRATIN,"ОВОЩИ ""ГРАТИН""",0,0,0,0
240,SEBZE SOTE,SAUTEED VEGETABLES,SAUTIERTE GEMÜSE ,ОВОЩHOE СОТЕ,0,0,0,0
241,SEBZELİ  TAVUK  HAŞLAMA,BOILED CHICKEN WITH VEGETABLE,GEKOCHTE HUHNCHEN MIT GEMÜSE,ОТВАРНАЯ  КУРИЦА С ОВОЩАМИ,0,0,0,0
242,SEBZELİ BULGUR ÇORBASI,VEGETABLE SOUP WITH CRACKED WHEAT,GEMÜSE SUPPE MIT WEIZEN,ОВОЩНОЙ СУП С ПШЕНИЧНОЙ  КРУПОЙ,0,0,0,0
243,SEBZELİ KREP,VEGETABLE PANCAKE,CREPЕ  MIT  GEMÜSE,БЛИНЫ С ОВОЩАМИ,0,0,0,0
244,PİLİÇ HAŞLAMA,BOILED CHICKEN ,GEKOCHTE HUHNCHEN,ОТВАРНАЯ  КУРИЦА,0,0,0,0
245,SEBZELİ VOLOVAN,VEGETABLE VOLAUVENT,GEMÜSE VOLOVAN,ОВОЩНОЙ ВОЛОВАН,0,0,0,0
246,SEMİZOTLU MANTAR SOTE,SAUTEED MUSHROOM WITH HERBS,SAUTIERTE CHAMPIGNON MIT PORTULAK,ГРИБНОЕ РАГУ С ПОРТУЛАКОМ,0,0,0,0
247,SOĞAN DOLMA,STUFFED ONIONS,ZWIEBEL GEFULLTE,ФАРШИРОВАННЫЙ ЛУК,0,0,0,0
248,SOĞAN ÇORBASI,ONION SOUP ,ZWIEBEL SUPPE,ЛУКОВЫЙ СУП,0,0,0,0
249,SOMON BALIĞI,SALMON,LACHSE,СЕМГА,0,0,0,0
250,SOMON BALIĞI IZGARA,GRILLED SALMON ,GEGRILLTE LACHSE,СЕМГА - ГРИЛЬ,0,0,0,0
251,SOMON FILETO IZGARA,GRILLED FILLET OF SALMON ,GEGRILLTE FILET LACHSE,ФИЛЕ СЕМГИ НА ГРИЛЕ,0,0,0,0
252,RAVİOLİ,RAVIOLI,RAVIOLI ,РАВИОЛИ ,0,0,0,0
253,SOSİS IZGARA,GRILLED SAUSAGE,WÜRSTCHEN VOM GRİLL,СОСИСКИ НА ГРИЛЕ,0,0,0,0
254,SOSİSLİ MİNİ TALAŞ BÖREĞİ,TURKISH PASTRY WITH SAUSAGE,TEIG MIT WURST,МИНИ-ПИРОГ С СОСИСКАМИ,0,0,0,0
255,SOSİSLİ PATATES ÇORBASI,POTATO SOUP WITH SAUSAGE,KARTOFFEL SUPPE MIT WURST,КАРТОФЕЛЬНЫЙ СУП С СОСИСКАМИ,0,0,0,0
256,SOYA SOSLU PİLİÇ SOTE,SAUTEED CHICKEN WITH SOYA SAUCE,SAUTIERTE HUHNCHEN MIT SOJBOHNEN SOβE,КУРИНОЕ РАГУ В СОЕВОМ СОУСЕ,0,0,0,0
257,SUSAMLI HİNDİ ŞİŞ,TURKEY SHISH KEBAB WITH SESAME SEEDS,TRUTHÄHN AM SPIESS MIT SESAM ,ШАШЛЫК ИЗ ИНДЕЙКИ С КУНЖУТОМ,0,0,0,0
258,SUSAMLI ŞATO PATATES,POTATO WITH SESAME SEEDS,KARTOFFEL MIT SЕSAM,КАРТОФЕЛЬ С КУНЖУТОМ,0,0,0,0
259,SUSAMLI TAVUK BUT TAVA,FRIED CHICKEN QUARTERS WITH SESAME SEEDS,GEBRATEN HUHNCHEN  MIT SESAM,ЖАРЕНЫЕ КУРИНЫЕ НОЖКИ В КУНЖУТЕ,0,0,0,0
260,SUSAMLI TAVUK ŞİŞ,CHICKEN SHISH KEBAB WITH SESAME SEEDS,HUHNCHEN MIT SESAM,ШАШЛЫК ИЗ КУРИЦЫ С КУНЖУТАМИ,0,0,0,0
261,SÜTLÜ FIRIN PATATES,BAKED POTATO WITH MILK,KARTOFFELL MIT MILCH,KAPTOФЕЛЬ С МОЛОКОМ,0,0,0,0
262,PEYNİRLİ TEPSİ BÖREĞİ,TURKISH PASTRY WITH CHEESE,TEIG MIT KASE,ПИРОГ С СЫРОМ,0,0,0,0
263,YILDIZ ŞEHRİYELİ DOMATES ÇORBASI,TOMATO SOUP WITH VERMICELLI,TOMATEN SUPPE MIT NUDELN,ТОМАТНЫЙ СУП С ВЕРМИШЕЛЬЮ,0,0,0,0
264,ŞEHRİYELİ PİLAV,RICE WITH VERMICELLI,REIS MIT NUDELN,РИС С ВЕРМИШЕЛЬЮ,0,0,0,0
265,ŞEHRİYELİ TAVUK ÇORBASI,VERMICELLI SOUP WITH CHICKEN ,HUHNCHEN SUPPE MIT NUDELN,КУРИНЫЙ БУЛЬОН С ВЕРМИШЕЛЬЮ,0,0,0,0
266,ŞİŞ KÖFTE,MEAT BALLS COOKED ON SKEWER,FRİKADELLE  AM SPIESS,КОТЛЕТЫ НА ШАМПУРЕ,0,0,0,0
267,DANA FLEMİNTON,FİLET MIGNON,FİLET MIGNON,ФЛЕМИНГТОН ИЗ ТЕЛЯТИНЫ,0,0,0,0
268,TANELİ SEBZE ÇORBASI,VEGETABLE SOUP,GEMÜSE SUPPE,ОВОЩНОЙ СУП,0,0,0,0
269,TARHANA ÇORBASI,TARHANA SOUP ,TARHANA SUPPE,ТАРХАНА СУП,0,0,0,0
270,TAS  KEBABI,BEEF WITH CARROTS AND TOMATO SAUCE,KALBFLEISCH MIT CARROTEN&TOMATEN SOβE,ТЕЛЯТИНА С МОРКОВЬЮ И ТОМАТНЫМ СОУСОМ,0,0,0,0
271,TAVUK  BUT  IZGARA,GRILLED CHICKEN QUARTER,GEGRILLTE HUHNCHEN,КУРИНЫЙ ОКОРОК НА ГРИЛЕ,0,0,0,0
272,TAVUK ÇORBASI,CHICKEN SOUP,HUHNCHEN SUPPE,КУРИНЫЙ СУП,0,0,0,0
273,TAVUK DÖNER,CHICKEN DONER,HUHNCHEN DÖNER,КУРИНАЯ ШАУРМА,0,0,0,0
274,TAVUK IZGARA,GRILLED CHICKEN,HÜHNER  GEGRILLT,КУРИЦА ГРИЛЬ,0,0,0,0
275,TAVUK KANAT,CHCIKEN WINGS,HÜHNER FLÜGEL GEGRILLT,КУРИНЫЕ КРЫЛЫШКИ ГРИЛЬ,0,0,0,0
276,TAVUK KÖFTE,CHICKEN MEAT BALLS,HUHNCHEN FRİKADELLEN,КУРИНЫЕ КОТЛЕТЫ,0,0,0,0
277,TAVUK KÜLBASTI,GRILLED CHICKEN,HÜHNER  GEGRILLT,KAPTOФЕЛЬ С МОЛОКОМ,0,0,0,0
278,LİMON SOSLU TAVUK PİKATA,CHICKEN PICATTA WITH LEMON  SAUCE,HAHNCHEN PIKATA MIT ZITRONE SOβE,КУРИЦА ПИКАТА С ЛИМОНHЫМ СОУСОМ,0,0,0,0
279,TAVUK PİKATTA LİMONLU MİLANEZ SOS,CHICKEN PICATTA WITH LEMON MILANESE SAUCE,HAHNCHEN PIKATA MILANEZ,КУРИЦА ПИКАТА С СОУСОМ  МИЛАНЕЗ ,0,0,0,0
280,PİLİÇ ROTİ,ROAST CHICKEN,GEBRATENE HÄHNCHEN,ЖАРЕНАЯ КУРИЦА,0,0,0,0
281,TAVUK RÖNESANS CEVİZ SOSLU,CHICKEN RENAISSANCE WITH WALNUT SAUCE,HAHNCHEN RENAISANCE MIT WALNÜSSE SOβE,КУРИЦА РЕНЕССАНС C ГР. ОРЕХАМИ,0,0,0,0
282,TAVUK SÜPREM SOSLU,CHICKEN WITH SUPREME SAUCE,HAHNCHEN MIT SUPREM SOβE,КУРИЦА  С СОУСОМ  СУПРЕМ,0,0,0,0
283,TAVUK ŞİNİTZEL,CHICKEN SCHNITZEL,CHICKEN SCHNİTZEL,ШНИЦЕЛЬ ИЗ КУРИЦЫ,0,0,0,0
284,TAVUK ŞİŞ,CHICKEN SHISH KEBAB,HUHNCHEN AM SPIESS,КУРИЦА НА ШАМПУРЕ,0,0,0,0
285,TAVUKLU  BÖREK,TURKISH PASTRY WITH CHICKEN,TEIG MIT HUHNCHEN,ПИРОГ С КУРИЦОЙ,0,0,0,0
286,TAVUKLU MISIR ÇORBASI,SWEET CORN SOUP WITH CHICKEN,HUHNCHEN SUPPE MIT MAIS,КУРИНЫЙ СУП C КУКУРУЗОЙ,0,0,0,0
287,TELŞEНRİYELİ PATATES TOPLARI,POTATO BALLS WITH VERMICELLI,KARTOFFEL  BALL MIT NUDELN,КАРТОФЕЛЬ С ВЕРМИШЕЛЬЮ,0,0,0,0
288,TERBİYELİ  KÖFTE,MEATBALLS IN SOUR  SAUCE,FRIKADELLE AM SAUER SOβE,КОТЛЕТЫ B СОУСЕ,0,0,0,0
289,TERBİYELİ TAVUK ŞİŞ,CHICKEN SHISH KEBAB WITH SOUR SAUCE,HUHNCHEN AM SPIESS,ШАШЛЫК ИЗ КУРИЦЫ В СОУСЕ,0,0,0,0
290,TEREYAĞLI BEZELYELİ PİLAV,RICE WITH PEAS,REIS MIT ERBSEN,ПЛОВ С ЗЕЛЁНЫМ ГОРОШКОМ,0,0,0,0
291,TUZDA BALIK ŞOV,FISH IN SALT,FISCH AM SALTZ,РЫБА В СОЛИ,0,0,0,0
292,ÜZÜMLÜ  PİLAV,RICE WITH RAISIN,REIS MIT ROSINE,ПЛОВ С ИЗЮМОМ,0,0,0,0
293,YAYLA ÇORBASI,YOGURT SOUP,JOGHURT SUPPE,ЙОГУРТОВЫЙ СУП С МЯТОЙ,0,0,0,0
294,YOĞURTLU TAVUK HAŞLAMA,BOILED CHICKEN WITH YOGHURT ,GEKOCHTE HUHNCHEN MIT JOGHURT ,ОТВАРНАЯ  КУРИЦА С ЙОГУРТОМ,0,0,0,0
295,TATLI EKŞİ SOSLU TAVUK,SWEET & SOUR CHICKEN,HUHNCHEN MIT SOUER-SÜβ SOβE,КУРИЦА С КИСЛО-СЛАДКИМ СОУСОМ,0,0,0,0
296,HİNDİ ROTİ,ROAST TURKEY,TRUTHAHN ROTI,ИНДЕЙКА РОТИ,0,0,0,0
297,SEBZE HAŞLAMA,BOILED VEGETABLES,BACKOFEN GEMUSE,ВАРЁНЫЕ ОВОЩИ,0,0,0,0
298,SEBZE HAŞLAMA,BOILED VEGETABLE,BACKOFEN GEMUSE,ВАРАНЫЕ ОВОЩИ,0,0,0,0
299,PİRİNÇ HAŞLAMA,BOILED RICE,BACKOFEN REIS,ВАРЁНЫЙ РИС,0,0,0,0
300,KUZU KAVURMA,SAUTEED LAMB,SAUTIERTE LAMM,ЖАРКОЕ ИЗ БАРАНИНЫ,0,0,0,0
301,KUZU GERDAN,BAKED LAMB,GEBACKENE LAMM,ЗАПЕЧЕНЫЙ ЯГНЕНОК,0,0,0,0
302,HİNDİ,TURKEY,TRUTHAHN ,ИНДЕЙКА,0,0,0,0
303,DANA ZAVA BRADIN,BEEF ZAWA BRADIN,KALBFLEISCH ZAWA BRADIN,ТЕЛЯТИНА ZAWA BRADIN,0,0,0,0
304,SPAGETTİ,SPAGHETTI,SPAGHETTI,СПАГЕТТИ,0,0,0,0
305,ET SOTE,SAUTEED MEAT,SAUTIERTE FLEISCH ,МЯСНОЕ РАГУ,0,0,0,0
306,ÇİN BÖREĞİ,CHINESE SPRING ROLLS,TEIG NACH CHINESISCH ART,ПИРОГ  ПО- КИТАЙСКИ,0,0,0,0
307,ZENCEFİLLİ BADEMLİ HİNDİ,TURKEY WITH ALMOND & GINGER,TRUTHUHN MIT MANDEL INGWER,ИНДЕЙКА С МИНДАЛЕМ И ИМБИРЕМ,0,0,0,0
308,TERİYAKİ SOSLU DANA,BEEF WITH TERIYAKI SAUCE,KALBFLEISCH MIT TERIYAKI SOβE,ТЕЛЯТИНА С СОУСОМ ТЕРИЯКИ,0,0,0,0
309,SOYALI SEBZE SOTE,SAUTEED VEGETABLE WITH SOYA SAUCE,SAUTIERTE GEMUSE MIT SOJBOHNEN,ОВОЩНОЕ РАГУ С СОЕЙ,0,0,0,0
310,FOLYO PATATES,BAKED POTATO,KARTOFFEL IM BACKOFEN ,ЗАПЕЧЁНЫЙ КАРТОФЕЛЬ,0,0,0,0
311,ÖRDEK ROTİ ,ROAST DUCK,ENTE ROTI,ЖАРЕНАЯ УТКА,0,0,0,0
312,HİNDİ KACATURA,TURKEY KACATURA,TRUTHÄHN KACATURA,ИНДЕЙКА KACATURA,0,0,0,0
313,FRIED RICE,FRIED RICE,REIS GEBRATEN ,ЖАРЕНЫЙ РИС,0,0,0,0
314,ETLİ NOODLE,NOODLES WITH MEAT,NOODLE MIT FLEISCH,МАКАРОНИ C МЯСОМ,0,0,0,0
315,SUSAMLI TAVUK BUT ŞİŞ,GRILLED CHICKEN QUARTERS WITH SESAME SEEDS,GEGRILTE HUHNCHEN  MIT SESAM,OKOPOK С КУНЖУТОМ,0,0,0,0
316,ÇİN PİLAVI,CHINESE RICE,REIS NACH CHINESISCH ART,ПЛОВ  ПО- КИТАЙСКИ,0,0,0,0
317,PİLİÇ BİFTEK,CHICKEN STEAK,HUHNCHEN STEAK,КУРИНЫЙ БИФШТЕКС,0,0,0,0
318,HAREM ÇORBA,HAREM SOUP,HAREM SUPPE ,ХАРЕМ СУП,0,0,0,0
319,DANA EMENSE,BEEF EMENSE,KALBFLEISCH EMENSE,ТЕЛЯТИНА ЭМАНСЕ,0,0,0,0
320,PİLİÇ PANE,CHICKEN IN BREADCRUMBS,PANIERTE HUHNCHEN,КУРИНOE ПАНЕ,0,0,0,0
321,MANTARLI HİNDİ SOTE,SAUTEED TURKEY WITH MUSHROOM,SAUTIERTE TRUTHUHN MIT PILZ,РАГУ ИЗ ИНДЕЙКИ С ГРИБАМИ,0,0,0,0
322,SUSAMLI PATATES,POTATO WITH SESAME SEEDS,KARTOFFEL MIT SЕSAM,КАРТОФЕЛЬ С КУНЖУТОМ,0,0,0,0
323,KOL BÖREĞİ,TURKISH PASTRY WITH MINCEDMEAT,TEIG MIT HACKFLEISCH,ПИРОГ С ФАРШИРОВАННЫМ МЯСОМ,0,0,0,0
324,BALLI HİNDİ,TURKEY WITH HONEY,TRUTHAHN MIT HONIG,ИНДЕЙКА С МЕДОМ,0,0,0,0
325,KİMYONLU KEBAP,KEBAB WITH CUMIN,KEBAB MIT KREUZKÜMMEL,КЕБАБ C ТМИНOM,0,0,0,0
326,ANADOLU ÇORBASI,ANATOLIAN SOUP,ANATOLIEN SUPPE,СУП ПО-АНАТОЛИЙСКИ,0,0,0,0
327,BROKOLİ BADEMLİ,BROCCOLI WITH ALMONDS,BROKKOLI MIT MANDEL,БРОКОЛИ С МИНДАЛЕМ,0,0,0,0
328,HARDALLI KÜP PATATES,DICED POTATOES WITH MUSTARD,KARTOFFEL MIT SENF,КАРТОФЕЛЬ С ГОРЧИЦЕЙ,0,0,0,0
329,SİGARA BÖREĞİ,TURKISH PASTRY WITH CHEESE,TEIG MIT KASE,"ПИРОГ ""СИГАРА БОРЕК""",0,0,0,0
330,ÇOBAN KAVURMA,SAUTEED MEAT,SAUTIERTE FLEISCH ,ЖАРКОЕ ПО ПАСТУШЬИ,0,0,0,0
331,TANTUNİ,FLAT BREAD WITH MEAT,FLATEDBROT MIT FLEISCH,ТАНТУНИ,0,0,0,0
332,LAHMACUN,TRADITIONAL TURKISH THIN BREAD,LAHMACUN,ЛАХМАДЖУН,0,0,0,0
333,MANTI ,RAVIOLI ,RAVIOLI ,ПЕЛЬМЕНИ,0,0,0,0
334,NOHUTLU PİLAV,RICE WITH CHICKPEAS,REIS MIT KICHERERBSE,ПЛОВ С ГОРОХОМ,0,0,0,0
335,HİNDİ KÜLBASTI,GRILLED TURKEY,GEGRILLTE TRUTHÄHN,ИНДЕЙКА-ГРИЛЬ,0,0,0,0
336,BAGET KIZARTMA,FRIED CHICKEN DRUMSTICKS,FRITIERTE  HUHNCHEN,ЖАРЕНЫЙ БАГЕТ,0,0,0,0
337,TEL ŞEHRİYE ÇORBASI,VERMICELLI SOUP  ,SUPPE MIT NUDELN,СУП С ВЕРМИШЕЛЬЮ,0,0,0,0
338,KABAK MUSAKKA,COURGETTE MOUSSAKA,ZUCCHINI MIT HACKFLEISCH,КАБАЧКИ С МЯСОМ,0,0,0,0
339,DENİZ MAHSÜLLERİ MAKARNA,SEAFOOD PASTA,MEERFRUCHTE MAKKARONİ,МАКАРОНЫ С МОРЕПРОДУКТАМИ,0,0,0,0
340,DANA DİLİ ,BEEF TONGUE,KALBS ZUNGEN ,ГОВЯЖИЙ ЯЗЫК ,0,0,0,0
341,ZEYTİNLİ BRÜKSEL LAHANASI,BRUSSEL SPROUTS WITH OLIVES,BRÜKSEL KOHL MIT OLIVEN,БРЮССЕЛЬСКАЯ КАПУСТА C ОЛИВКАМИ,0,0,0,0
342,PATATESLİ TEPSİ BÖREGİ ,TURKISH PASTRY WITH POTATOES,TEIG MIT KARTOFEL,ПИРОГ С КАРТОФЕЛЕМ,0,0,0,0
343,HİNDİ STEAK,TURKEY STEAK,TRUTHUHN STEAK,СТЕЙК ИЗ ИНДЕЙКИ ,0,0,0,0
